DS,Trig_Num,Ht,YYYY-MM-DD,hh:mm:ss,Dr,Speed,Wb,Hdwy,Gap,Ax,Gp,Rh,Cl,Nm,Vehicle
1,00019c94,4,2023-11-11,12:44:49,N0,74.47,1.26,3.6,3.5,2,1,1.0,1,00000010,MC
1,00019c98,4,2023-11-11,12:45:13,N0,79.89,2.55,23.4,23.3,2,2,1.0,2,00000010,SV
1,00019c9c,4,2023-11-11,12:45:49,N0,87.1,2.79,36.3,36.2,2,2,1.0,2,00000010,SV
1,00019ca0,4,2023-11-11,12:45:56,N0,84.11,2.52,6.6,6.5,2,2,1.0,2,00000020,SV
1,00019ca4,4,2023-11-11,12:45:57,N0,81.05,2.52,1.5,1.4,2,2,1.0,2,00000010,SV
1,00019ca8,4,2023-11-11,12:46:12,N0,104.24,3.1,14.8,14.7,2,2,1.0,2,00000010,SV
1,00019cac,4,2023-11-11,12:46:21,N0,92.43,2.75,8.8,8.7,2,2,1.0,2,00000010,SV
1,00019cb0,4,2023-11-11,12:47:26,N0,71.79,4.55,65.3,65.2,2,2,1.0,4,00000020,TB2
1,00019cb4,4,2023-11-11,12:47:27,N0,70.26,2.91,1.4,1.2,2,2,1.0,2,00000020,SV
1,00019cb8,4,2023-11-11,12:47:29,N0,72.15,2.5,1.1,1.0,2,2,1.0,2,00000020,SV
1,00019cbc,4,2023-11-11,12:47:30,N0,75.6,2.54,1.4,1.2,2,2,1.0,2,00000020,SV
1,00019cc0,8,2023-11-11,12:47:31,N0,73.77,8.29,1.4,1.3,4,3,1.0,3,00000020,SVT
1,00019cc8,6,2023-11-11,12:47:34,N0,85.01,6.63,2.6,2.2,3,3,1.0,3,00000010,SVT
1,00019cce,4,2023-11-11,12:47:39,N0,90.27,3.01,4.8,4.5,2,2,1.0,2,00000020,SV
1,00019cd2,4,2023-11-11,12:47:41,N0,84.94,2.72,2.3,2.2,2,2,1.0,2,00000010,SV
1,00019cd6,4,2023-11-11,12:48:00,N0,73.77,2.78,18.9,18.7,2,2,1.0,2,00000010,SV
1,00019cda,8,2023-11-11,12:48:14,N0,69.88,6.51,13.7,13.6,4,3,1.0,3,00000020,SVT
1,00019ce2,4,2023-11-11,12:48:15,N0,67.11,3.61,1.4,1.1,2,2,1.0,4,00004042,TB2
1,00019ce6,4,2023-11-11,12:48:16,N0,60.77,2.89,0.9,0.7,2,2,1.0,2,00000020,SV
1,00019cea,6,2023-11-11,12:48:17,N0,63.54,7.71,1.1,1.0,3,3,1.0,3,00000020,SVT
1,00019cf0,4,2023-11-11,12:48:18,N0,62.1,3.05,1.3,0.9,2,2,1.0,2,00000010,SV
1,00019cf4,4,2023-11-11,12:48:55,N0,67.81,2.85,36.6,36.4,2,2,1.0,2,00000020,SV
1,00019cf8,4,2023-11-11,12:48:57,N0,68.58,2.45,1.6,1.4,2,2,1.0,2,00000020,SV
1,00019cfc,4,2023-11-11,12:49:00,N0,68.35,2.45,3.9,3.7,2,2,1.0,2,00000010,SV
1,00019d00,4,2023-11-11,12:49:11,N0,82.09,1.5,10.9,10.8,2,1,1.0,1,00000020,MC
1,00019d04,4,2023-11-11,12:49:13,N0,76.92,2.57,1.3,1.2,2,2,1.0,2,00000020,SV
1,00019d08,4,2023-11-11,12:49:15,N0,73.26,2.7,2.7,2.6,2,2,1.0,2,00000010,SV
1,00019d0c,4,2023-11-11,12:49:38,N0,73.26,3.02,22.4,22.2,2,2,1.0,2,00000010,SV
1,00019d10,4,2023-11-11,12:49:43,N0,83.61,2.79,5.4,5.3,2,2,1.0,2,00000010,SV
1,00019d14,4,2023-11-11,12:50:07,N0,85.48,2.91,24.3,24.2,2,2,1.0,2,00000010,SV
1,00019d18,6,2023-11-11,12:50:46,N0,54.4,5.44,38.9,38.8,3,3,1.0,3,00000020,SVT
1,00019d1e,4,2023-11-11,12:50:51,N0,71.51,2.57,4.4,4.0,2,2,1.0,2,00000020,SV
1,00019d22,4,2023-11-11,12:50:54,N0,85.01,2.76,3.0,2.8,2,2,1.0,2,00000010,SV
1,00019d26,4,2023-11-11,12:50:58,N0,90.37,3.5,4.2,4.1,2,2,1.0,4,00000020,TB2
1,00019d2a,4,2023-11-11,12:50:59,N0,92.56,2.55,0.8,0.6,2,2,1.0,2,00000020,SV
1,00019d2e,6,2023-11-11,12:51:02,N0,91.43,6.29,3.7,3.6,3,3,1.0,3,00000010,SVT
1,00019d34,4,2023-11-11,12:51:08,N0,82.9,3.13,5.3,5.0,2,2,1.0,2,00000020,SV
1,00019d38,4,2023-11-11,12:51:09,N0,78.95,3.01,1.4,1.2,2,2,1.0,2,00000020,SV
1,00019d3c,4,2023-11-11,12:51:12,N0,82.68,2.76,3.4,3.3,2,2,1.0,2,00000020,SV
1,00019d40,4,2023-11-11,12:51:14,N0,80.93,5.74,1.9,1.7,2,2,1.0,4,00000010,TB2
1,00019d44,4,2023-11-11,12:51:36,N0,80.71,2.54,21.7,21.5,2,2,1.0,2,00000010,SV
1,00019d48,4,2023-11-11,12:52:02,N0,101.28,2.88,26.3,26.2,2,2,1.0,2,00000010,SV
1,00019d4c,4,2023-11-11,12:52:16,N0,92.1,3.13,13.3,13.2,2,2,1.0,2,00000010,SV
1,00019d50,4,2023-11-11,12:52:21,N0,83.88,2.83,5.6,5.5,2,2,1.0,2,00020042,SV
1,00019d54,4,2023-11-11,12:52:22,N0,82.63,2.7,0.7,0.6,2,2,1.0,2,00000020,SV
1,00019d58,4,2023-11-11,12:52:24,N0,79.63,3.11,1.6,1.5,2,2,1.0,2,00000020,SV
1,00019d5c,4,2023-11-11,12:52:25,N0,79.26,2.43,1.2,1.1,2,2,1.0,2,00000020,SV
1,00019d60,4,2023-11-11,12:52:26,N0,81.66,1.45,0.9,0.8,2,1,1.0,1,00000020,MC
1,00019d64,4,2023-11-11,12:52:26,N0,74.59,3.03,0.7,0.6,2,2,1.0,2,00000010,SV
1,00019d68,4,2023-11-11,12:52:31,N0,90.15,2.85,5.0,4.9,2,2,1.0,2,00000010,SV
1,00019d6c,4,2023-11-11,12:52:40,N0,87.4,3.14,8.4,8.3,2,2,1.0,2,00000010,SV
1,00019d70,4,2023-11-11,12:53:02,N0,77.79,2.62,22.7,22.6,2,2,1.0,2,00000020,SV
1,00019d74,4,2023-11-11,12:53:04,N0,79.95,2.41,1.3,1.2,2,2,1.0,2,00000020,SV
1,00019d78,4,2023-11-11,12:53:05,N0,80.72,2.91,0.9,0.8,2,2,1.0,2,00000020,SV
1,00019d7c,4,2023-11-11,12:53:06,N0,81.7,2.8,1.4,1.3,2,2,1.0,2,00000010,SV
1,00019d80,4,2023-11-11,12:53:50,N0,82.25,2.88,44.0,43.8,2,2,1.0,2,00000010,SV
1,00019d84,6,2023-11-11,12:54:04,N0,76.06,6.22,14.4,14.3,3,3,1.0,3,00000010,SVT
1,00019d8a,4,2023-11-11,12:54:18,N0,72.27,2.63,13.9,13.6,2,2,1.0,2,00000020,SV
1,00019d8e,4,2023-11-11,12:54:20,N0,69.61,2.87,2.0,1.8,2,2,1.0,2,00000020,SV
1,00019d92,4,2023-11-11,12:54:22,N0,68.89,2.8,1.8,1.6,2,2,1.0,2,00000010,SV
1,00019d96,4,2023-11-11,12:54:33,N0,84.48,2.92,10.8,10.7,2,2,1.0,2,00000020,SV
1,00019d9a,4,2023-11-11,12:54:36,N0,88.69,2.78,2.6,2.4,2,2,1.0,2,00000010,SV
1,00019d9e,4,2023-11-11,12:55:11,N0,84.74,2.76,36.0,35.9,2,2,1.0,2,00000010,SV
1,00019da2,4,2023-11-11,12:55:23,N0,86.99,2.96,12.0,11.9,2,2,1.0,2,00000010,SV
1,00019da6,4,2023-11-11,12:55:36,N0,87.04,2.65,12.2,12.0,2,2,1.0,2,00000010,SV
1,00019daa,4,2023-11-11,12:55:49,N0,104.27,2.66,12.9,12.8,2,2,1.0,2,00000010,SV
1,00019dae,4,2023-11-11,12:56:12,N0,73.82,2.69,23.1,23.0,2,2,1.0,2,00000010,SV
1,00019db2,4,2023-11-11,12:56:35,N0,86.74,2.88,23.1,22.9,2,2,1.0,2,00000020,SV
1,00019db6,4,2023-11-11,12:56:36,N0,88.81,2.76,1.8,1.7,2,2,1.0,2,00000010,SV
1,00019dba,4,2023-11-11,12:56:52,N0,69.8,2.51,15.2,15.1,2,2,1.0,2,00000020,SV
1,00019dbe,4,2023-11-11,12:56:53,N0,71.74,2.93,1.6,1.4,2,2,1.0,2,00000020,SV
1,00019dc2,4,2023-11-11,12:56:55,N0,67.41,2.96,2.1,1.9,2,2,1.0,2,00000010,SV
1,00019dc6,4,2023-11-11,12:57:19,N0,90.21,3.13,24.1,23.9,2,2,1.0,2,00000010,SV
1,00019dca,4,2023-11-11,12:57:30,N0,87.37,2.73,10.8,10.7,2,2,1.0,2,00000020,SV
1,00019dce,4,2023-11-11,12:57:31,N0,85.77,3.04,0.8,0.7,2,2,1.0,2,00000010,SV
1,00019dd2,4,2023-11-11,12:57:42,N0,92.67,2.59,10.5,10.4,2,2,1.0,2,00000010,SV
1,00019dd6,4,2023-11-11,12:58:17,N0,85.36,2.47,35.2,35.1,2,2,1.0,2,00000020,SV
1,00019dda,4,2023-11-11,12:58:18,N0,82.61,2.65,1.0,0.9,2,2,1.0,2,00000020,SV
1,00019dde,4,2023-11-11,12:58:19,N0,83.87,2.71,1.0,0.9,2,2,1.0,2,00000010,SV
1,00019de2,4,2023-11-11,12:59:12,N0,97.95,2.62,52.8,52.7,2,2,1.0,2,00000010,SV
1,00019de6,4,2023-11-11,12:59:31,N0,91.83,3.11,19.1,19.0,2,2,1.0,2,00000010,SV
1,00019dea,4,2023-11-11,12:59:42,N0,86.32,2.39,11.6,11.5,2,2,1.0,2,00000010,SV
1,00019dee,6,2023-11-11,12:59:56,N0,77.2,6.47,13.6,13.5,3,2,1.0,5,00000010,TB3
1,00019df4,4,2023-11-11,13:00:26,N0,92.37,2.76,30.0,29.7,2,2,1.0,2,00000010,SV
1,00019df8,4,2023-11-11,13:00:36,N0,84.4,2.26,9.8,9.7,2,2,1.0,2,00000020,SV
1,00019dfc,4,2023-11-11,13:00:37,N0,86.07,2.99,1.3,1.2,2,2,1.0,2,00000010,SV
1,00019e00,4,2023-11-11,13:00:56,N0,92.21,2.57,19.0,18.9,2,2,1.0,2,00000010,SV
1,00019e04,4,2023-11-11,13:01:27,N0,93.04,2.77,31.0,30.9,2,2,1.0,2,00000010,SV
1,00019e08,8,2023-11-11,13:02:02,N0,94.81,11.74,35.1,35.0,4,2,1.0,6,00000020,T4
1,00019e10,4,2023-11-11,13:02:03,N0,76.94,2.49,1.2,0.7,2,2,1.0,2,00000010,SV
1,00019e14,4,2023-11-11,13:02:26,N0,75.17,2.74,22.4,22.3,2,2,1.0,2,00000020,SV
1,00019e18,4,2023-11-11,13:02:28,N0,78.67,2.52,2.3,2.2,2,2,1.0,2,00000020,SV
1,00019e1c,4,2023-11-11,13:02:30,N0,78.59,2.4,1.9,1.8,2,2,1.0,2,00000020,SV
1,00019e20,4,2023-11-11,13:02:32,N0,80.06,2.5,1.6,1.5,2,2,1.0,2,00000020,SV
1,00019e24,4,2023-11-11,13:02:34,N0,72.9,2.91,2.5,2.4,2,2,1.0,2,00000010,SV
1,00019e28,4,2023-11-11,13:02:42,N0,70.84,2.49,8.3,8.2,2,2,1.0,2,00000010,SV
1,00019e2c,4,2023-11-11,13:02:51,N0,87.18,3.15,8.9,8.8,2,2,1.0,2,00000020,SV
1,00019e30,4,2023-11-11,13:02:54,N0,85.43,2.42,3.1,3.0,2,2,1.0,2,00000010,SV
1,00019e34,4,2023-11-11,13:03:04,N0,79.63,2.48,9.5,9.4,2,2,1.0,2,00000020,SV
1,00019e38,4,2023-11-11,13:03:07,N0,72.03,2.44,2.7,2.6,2,2,1.0,2,00000020,SV
1,00019e3c,4,2023-11-11,13:03:08,N0,71.93,2.46,1.0,0.9,2,2,1.0,2,00000020,SV
1,00019e40,4,2023-11-11,13:03:09,N0,68.09,2.54,1.3,1.1,2,2,1.0,2,00000010,SV
1,00019e50,4,2023-11-11,13:03:23,N0,92.32,3.1,7.3,6.2,2,2,1.0,2,00000020,SV
1,00019e54,4,2023-11-11,13:03:25,N0,86.45,2.65,2.5,2.4,2,2,1.0,2,00000010,SV
1,00019e58,4,2023-11-11,13:03:40,N0,111.55,1.46,14.7,14.5,2,1,1.0,1,00000020,MC
1,00019e5c,4,2023-11-11,13:03:40,N0,110.51,1.44,0.6,0.5,2,1,1.0,1,00000010,MC
1,00019e60,5,2023-11-11,13:04:07,N0,78.59,5.09,26.3,26.3,2,2,1.0,4,00000120,TB2
1,00019e65,4,2023-11-11,13:04:08,N0,78.17,3.11,1.1,0.9,2,2,1.0,2,00000020,SV
1,00019e69,4,2023-11-11,13:04:09,N0,78.1,3.17,1.5,1.3,2,2,1.0,2,00000020,SV
1,00019e6d,4,2023-11-11,13:04:10,N0,76.11,3.02,1.2,1.1,2,2,1.0,2,00000020,SV
1,00019e71,4,2023-11-11,13:04:12,N0,80.42,2.97,1.6,1.4,2,2,1.0,2,00000020,SV
1,00019e75,4,2023-11-11,13:04:14,N0,73.91,3.09,1.4,1.3,2,2,1.0,2,00000010,SV
1,00019e79,4,2023-11-11,13:04:23,N0,88.49,2.72,9.2,9.1,2,2,1.0,2,00000010,SV
1,00019e7d,4,2023-11-11,13:04:44,N0,81.57,2.79,21.5,21.4,2,2,1.0,2,00000010,SV
1,00019e81,16,2023-11-11,13:05:08,N0,79.75,21.77,23.3,23.2,8,4,1.0,11,00000020,BD
1,00019e91,6,2023-11-11,13:05:11,N0,77.5,6.81,3.5,2.5,3,3,1.0,7,00000020,ART3
1,00019e97,4,2023-11-11,13:05:12,N0,75.9,2.71,1.4,1.1,2,2,1.0,2,00000020,SV
1,00019e9b,4,2023-11-11,13:05:14,N0,77.0,2.82,1.2,1.1,2,2,1.0,2,00000020,SV
1,00019e9f,4,2023-11-11,13:05:17,N0,74.9,2.69,3.6,3.5,2,2,1.0,2,00000020,SV
1,00019ea3,4,2023-11-11,13:05:18,N0,76.3,2.48,0.9,0.7,2,2,1.0,2,00000010,SV
1,00019ea7,4,2023-11-11,13:05:31,N0,78.38,2.56,12.9,12.8,2,2,1.0,2,00000020,SV
1,00019eab,4,2023-11-11,13:05:33,N0,76.85,2.75,2.1,1.9,2,2,1.0,2,00000020,SV
1,00019eaf,4,2023-11-11,13:05:34,N0,69.69,2.42,1.0,0.8,2,2,1.0,2,00000020,SV
1,00019eb3,4,2023-11-11,13:05:36,N0,69.65,2.74,2.0,1.9,2,2,1.0,2,00000020,SV
1,00019eb7,4,2023-11-11,13:05:37,N0,70.64,2.71,1.0,0.9,2,2,1.0,2,00000010,SV
1,00019ebb,4,2023-11-11,13:06:05,N0,89.49,3.2,28.3,28.2,2,2,1.0,2,00000010,SV
1,00019ebf,4,2023-11-11,13:06:23,N0,76.91,2.62,18.0,17.8,2,2,1.0,2,00000010,SV
1,00019ec3,4,2023-11-11,13:06:40,N0,97.89,2.68,16.3,16.2,2,2,1.0,2,00000020,SV
1,00019ec7,4,2023-11-11,13:06:41,N0,97.32,3.16,1.0,0.9,2,2,1.0,2,00000020,SV
1,00019ecb,4,2023-11-11,13:06:44,N0,98.05,2.45,2.9,2.8,2,2,1.0,2,00000020,SV
1,00019ecf,4,2023-11-11,13:06:45,N0,99.08,2.88,1.8,1.7,2,2,1.0,2,00000020,SV
1,00019ed3,6,2023-11-11,13:06:48,N0,94.59,6.87,2.4,2.3,3,3,1.0,3,00000010,SVT
1,00019ed9,4,2023-11-11,13:07:09,N0,105.84,2.94,20.7,20.5,2,2,1.0,2,00000020,SV
1,00019edd,4,2023-11-11,13:07:10,N0,101.55,1.56,1.2,1.1,2,1,1.0,1,00000010,MC
1,00019ee1,4,2023-11-11,13:07:28,N0,70.89,4.32,18.4,18.4,2,2,1.0,4,00000010,TB2
1,00019ee5,4,2023-11-11,13:07:51,N0,80.39,2.61,23.4,23.2,2,2,1.0,2,00000010,SV
1,00019ee9,4,2023-11-11,13:08:02,N0,87.22,2.51,10.6,10.5,2,2,1.0,2,00000010,SV
1,00019eed,4,2023-11-11,13:08:09,N0,88.45,2.56,6.5,6.3,2,2,1.0,2,00000010,SV
1,00019ef1,4,2023-11-11,13:08:22,N0,100.8,2.11,13.2,13.1,2,2,1.0,2,00000010,SV
1,00019ef5,4,2023-11-11,13:08:26,N0,96.78,2.52,4.3,4.2,2,2,1.0,2,00000010,SV
1,00019ef9,4,2023-11-11,13:09:02,N0,73.44,3.12,36.0,35.9,2,2,1.0,2,00000010,SV
1,00019efd,4,2023-11-11,13:09:31,N0,83.75,2.93,29.3,29.2,2,2,1.0,2,00000010,SV
1,00019f01,4,2023-11-11,13:10:14,N0,83.54,2.75,42.5,42.4,2,2,1.0,2,00000020,SV
1,00019f05,4,2023-11-11,13:10:16,N0,94.3,2.61,1.9,1.8,2,2,1.0,2,00000010,SV
1,00019f09,12,2023-11-11,13:11:07,N0,85.76,14.93,50.8,50.7,6,3,1.0,10,00000010,ART6
1,00019f15,4,2023-11-11,13:11:23,N0,76.57,2.81,16.7,16.1,2,2,1.0,2,00000020,SV
1,00019f19,4,2023-11-11,13:11:24,N0,73.94,3.02,1.1,1.0,2,2,1.0,2,00000020,SV
1,00019f1d,4,2023-11-11,13:11:26,N0,74.14,2.42,1.4,1.2,2,2,1.0,2,00000010,SV
1,00019f21,4,2023-11-11,13:11:35,N0,94.6,3.09,9.3,9.2,2,2,1.0,2,00000010,SV
1,00019f25,4,2023-11-11,13:11:42,N0,84.98,2.73,6.7,6.6,2,2,1.0,2,00000020,SV
1,00019f29,4,2023-11-11,13:11:46,N0,84.12,2.37,3.8,3.6,2,2,1.0,2,00000020,SV
1,00019f2d,4,2023-11-11,13:11:47,N0,83.3,2.81,1.1,1.0,2,2,1.0,2,00000020,SV
1,00019f31,4,2023-11-11,13:11:49,N0,85.76,2.53,2.3,2.2,2,2,1.0,2,00000010,SV
1,00019f35,4,2023-11-11,13:11:55,N0,86.1,2.57,6.3,6.2,2,2,1.0,2,00000020,SV
1,00019f39,4,2023-11-11,13:11:57,N0,91.69,2.43,1.8,1.7,2,2,1.0,2,00000010,SV
1,00019f3d,4,2023-11-11,13:12:22,N0,71.79,5.22,24.6,24.5,2,2,1.0,4,00000010,TB2
1,00019f41,4,2023-11-11,13:12:36,N0,97.71,2.72,14.1,13.9,2,2,1.0,2,00000010,SV
1,00019f45,4,2023-11-11,13:12:41,N0,83.43,3.23,4.9,4.8,2,2,1.0,4,00000010,TB2
1,00019f49,4,2023-11-11,13:12:50,N0,86.79,2.89,9.8,9.7,2,2,1.0,2,00000020,SV
1,00019f4d,4,2023-11-11,13:12:52,N0,86.46,2.45,1.7,1.6,2,2,1.0,2,00000010,SV
1,00019f51,4,2023-11-11,13:13:18,N0,74.33,3.25,26.1,26.0,2,2,1.0,4,00000010,TB2
1,00019f55,4,2023-11-11,13:13:25,N0,86.91,2.77,6.3,6.2,2,2,1.0,2,00000020,SV
1,00019f59,4,2023-11-11,13:13:26,N0,79.99,2.72,1.0,0.9,2,2,1.0,2,00000020,SV
1,00019f5d,4,2023-11-11,13:13:29,N0,83.91,2.92,3.0,2.9,2,2,1.0,2,00000010,SV
1,00019f61,8,2023-11-11,13:13:57,N0,66.09,7.34,28.9,28.8,4,3,1.0,3,00000020,SVT
1,00019f69,4,2023-11-11,13:13:59,N0,73.76,2.83,2.0,1.6,2,2,1.0,2,00000020,SV
1,00019f6d,6,2023-11-11,13:14:02,N0,70.89,5.59,2.9,2.8,3,3,1.0,3,00000020,SVT
1,00019f73,4,2023-11-11,13:14:05,N0,71.39,3.29,2.8,2.5,2,2,1.0,4,00000010,TB2
1,00019f77,4,2023-11-11,13:14:17,N0,64.95,2.53,11.9,11.8,2,2,1.0,2,00000020,SV
1,00019f7b,4,2023-11-11,13:14:18,N0,72.31,3.21,1.1,0.9,2,2,1.0,4,00000010,TB2
1,00019f7f,4,2023-11-11,13:14:25,N0,86.69,2.93,6.3,6.1,2,2,1.0,2,00000020,SV
1,00019f83,4,2023-11-11,13:14:26,N0,86.67,2.57,1.5,1.4,2,2,1.0,2,00000020,SV
1,00019f87,4,2023-11-11,13:14:28,N0,88.99,2.6,2.2,2.1,2,2,1.0,2,00000010,SV
1,00019f8b,4,2023-11-11,13:14:36,N0,79.6,2.82,7.5,7.4,2,2,1.0,2,00000020,SV
1,00019f8f,4,2023-11-11,13:14:38,N0,84.31,2.44,2.3,2.2,2,2,1.0,2,00000010,SV
1,00019f93,4,2023-11-11,13:15:31,N0,70.51,2.6,53.2,53.1,2,2,1.0,2,00000020,SV
1,00019f97,4,2023-11-11,13:15:32,N0,71.22,3.0,1.0,0.9,2,2,1.0,2,00000020,SV
1,00019f9b,4,2023-11-11,13:15:34,N0,79.67,2.99,2.0,1.8,2,2,1.0,2,00000010,SV
1,00019f9f,4,2023-11-11,13:15:49,N0,82.62,3.04,14.7,14.6,2,2,1.0,2,00000010,SV
1,00019fa3,6,2023-11-11,13:15:58,N0,69.1,6.29,9.2,9.0,3,3,1.0,3,00000010,SVT
1,00019fa9,4,2023-11-11,13:16:15,N0,91.73,2.67,17.3,16.9,2,2,1.0,2,00000010,SV
1,00019fad,4,2023-11-11,13:16:22,N0,90.71,1.55,6.3,6.2,2,1,1.0,1,00000010,MC
1,00019fb1,4,2023-11-11,13:16:32,N0,87.8,2.68,9.9,9.8,2,2,1.0,2,00000010,SV
1,00019fb5,4,2023-11-11,13:17:04,N0,75.56,2.52,32.4,32.2,2,2,1.0,2,00000020,SV
1,00019fb9,4,2023-11-11,13:17:06,N0,75.24,2.99,2.6,2.5,2,2,1.0,2,00000010,SV
1,00019fbd,4,2023-11-11,13:17:23,N0,82.79,2.77,16.4,16.3,2,2,1.0,2,00000020,SV
1,00019fc1,4,2023-11-11,13:17:25,N0,95.81,2.95,1.6,1.5,2,2,1.0,2,00000010,SV
1,00019fc5,4,2023-11-11,13:17:54,N0,78.3,3.04,29.2,29.1,2,2,1.0,2,00000020,SV
1,00019fc9,4,2023-11-11,13:17:56,N0,94.29,2.74,2.3,2.2,2,2,1.0,2,00000010,SV
1,00019fcd,4,2023-11-11,13:18:11,N0,99.36,3.17,14.7,14.6,2,2,1.0,2,00000010,SV
1,00019fd1,4,2023-11-11,13:19:04,N0,86.18,2.91,53.6,53.5,2,2,1.0,2,00000010,SV
1,00019fd5,4,2023-11-11,13:19:15,N0,93.58,2.73,10.7,10.6,2,2,1.0,2,00000020,SV
1,00019fd9,4,2023-11-11,13:19:17,N0,96.49,2.96,2.2,2.1,2,2,1.0,2,00000010,SV
1,00019fdd,4,2023-11-11,13:19:25,N0,92.77,2.51,7.6,7.5,2,2,1.0,2,00000010,SV
1,00019fe1,7,2023-11-11,13:20:05,N0,70.35,6.88,40.3,40.2,4,3,0.86,3,00000010,SVT
1,00019fe8,4,2023-11-11,13:20:16,N0,86.16,2.69,10.4,10.1,2,2,1.0,2,00000020,SV
1,00019fec,4,2023-11-11,13:20:17,N0,90.98,2.69,0.9,0.8,2,2,1.0,2,00000010,SV
1,00019ff0,4,2023-11-11,13:20:29,N0,92.67,2.99,12.6,12.5,2,2,1.0,2,00000010,SV
1,00019ff4,4,2023-11-11,13:21:07,N0,103.89,2.88,37.6,37.5,2,2,1.0,2,00000010,SV
1,00019ff8,4,2023-11-11,13:21:16,N0,96.06,2.34,9.4,9.3,2,2,1.0,2,00000010,SV
1,00019ffc,4,2023-11-11,13:22:03,N0,77.65,3.17,47.2,47.1,2,2,1.0,2,00000010,SV
1,0001a000,4,2023-11-11,13:22:40,N0,84.38,5.27,36.8,36.6,2,2,1.0,4,00000010,TB2
1,0001a004,4,2023-11-11,13:22:50,N0,94.54,2.78,10.2,10.0,2,2,1.0,2,00000010,SV
1,0001a008,4,2023-11-11,13:23:01,N0,90.58,2.24,10.9,10.7,2,2,1.0,2,00000010,SV
1,0001a00c,4,2023-11-11,13:23:30,N0,85.85,2.51,28.7,28.6,2,2,1.0,2,00000020,SV
1,0001a010,4,2023-11-11,13:23:31,N0,88.98,2.88,0.9,0.8,2,2,1.0,2,00000010,SV
1,0001a014,4,2023-11-11,13:23:40,N0,79.86,2.63,9.4,9.3,2,2,1.0,2,00000020,SV
1,0001a018,4,2023-11-11,13:23:41,N0,74.02,2.76,1.3,1.1,2,2,1.0,2,00000010,SV
1,0001a01c,4,2023-11-11,13:24:40,N0,81.98,3.06,58.8,58.7,2,2,1.0,2,00000020,SV
1,0001a020,4,2023-11-11,13:24:43,N0,80.73,3.84,2.3,2.2,2,2,1.0,4,00000020,TB2
1,0001a024,5,2023-11-11,13:24:47,N0,42.41,2.9,4.1,3.9,2,2,1.0,2,00000110,SV
1,0001a029,12,2023-11-11,13:24:55,N0,90.35,15.7,8.5,8.3,6,3,1.0,10,00000010,ART6
1,0001a035,4,2023-11-11,13:25:07,N0,93.05,2.68,11.3,10.7,2,2,1.0,2,00000010,SV
1,0001a039,14,2023-11-11,13:25:11,N0,86.62,15.35,4.9,4.8,8,4,0.86,11,00080020,BD
1,0001a047,16,2023-11-11,13:25:15,N0,84.52,15.34,3.5,2.8,8,4,1.0,11,00000020,BD
1,0001a057,4,2023-11-11,13:25:18,N0,89.29,3.18,3.3,2.6,2,2,1.0,2,00000010,SV
1,0001a05b,4,2023-11-11,13:25:32,N0,96.36,2.63,14.1,14.0,2,2,1.0,2,00000010,SV
1,0001a05f,4,2023-11-11,13:25:54,N0,85.29,2.94,21.7,21.6,2,2,1.0,2,00000010,SV
1,0001a063,4,2023-11-11,13:26:00,N0,90.08,2.78,6.2,6.1,2,2,1.0,2,00000020,SV
1,0001a067,4,2023-11-11,13:26:04,N0,80.63,2.61,3.9,3.8,2,2,1.0,2,00000020,SV
1,0001a06b,4,2023-11-11,13:26:07,N0,84.57,2.76,2.8,2.7,2,2,1.0,2,00000010,SV
1,0001a06f,4,2023-11-11,13:26:17,N0,99.73,3.09,9.8,9.6,2,2,1.0,2,00000010,SV
1,0001a073,4,2023-11-11,13:26:38,N0,99.79,2.91,21.7,21.5,2,2,1.0,2,00000010,SV
1,0001a077,4,2023-11-11,13:26:51,N0,95.49,2.91,12.5,12.4,2,2,1.0,2,00000010,SV
1,0001a07b,4,2023-11-11,13:27:06,N0,88.38,2.97,14.8,14.7,2,2,1.0,2,00000010,SV
1,0001a07f,4,2023-11-11,13:27:31,N0,89.0,3.1,25.7,25.6,2,2,1.0,2,00000020,SV
1,0001a083,4,2023-11-11,13:27:32,N0,89.6,2.69,1.1,0.9,2,2,1.0,2,00000020,SV
1,0001a087,4,2023-11-11,13:27:34,N0,82.55,2.45,1.5,1.4,2,2,1.0,2,00000020,SV
1,0001a08b,4,2023-11-11,13:27:35,N0,86.26,2.9,0.7,0.6,2,2,1.0,2,00000010,SV
1,0001a08f,4,2023-11-11,13:28:32,N0,76.76,2.39,57.5,57.4,2,2,1.0,2,00000020,SV
1,0001a093,4,2023-11-11,13:28:36,N0,79.2,5.62,3.9,3.8,2,2,1.0,4,00000020,TB2
1,0001a097,4,2023-11-11,13:28:38,N0,74.86,2.66,1.5,1.2,2,2,1.0,2,00000020,SV
1,0001a09b,4,2023-11-11,13:28:39,N0,74.06,2.85,1.1,1.0,2,2,1.0,2,00000020,SV
1,0001a09f,4,2023-11-11,13:28:40,N0,70.6,2.49,1.4,1.3,2,2,1.0,2,00000020,SV
1,0001a0a3,4,2023-11-11,13:28:41,N0,71.24,2.61,0.9,0.8,2,2,1.0,2,00000020,SV
1,0001a0a7,16,2023-11-11,13:28:42,N0,74.92,15.43,1.1,0.9,8,4,1.0,11,00000010,BD
1,0001a0ba,4,2023-11-11,13:29:39,N0,52.59,2.38,56.5,55.7,2,2,1.0,2,00000010,SV
